,Name,Age,Nationality,Preferred Foot,Height,Weight,Position,Overall
5853,Anderson Lopes,24,Brazil,Left,185.42000000000002,82.1003166078508,ST,69
5854,N. Byrne,26,England,Right,172.72,69.85330805308853,RM,69
5855,A. Trajkovski,25,FYR Macedonia,Right,180.34,78.01798042293004,LF,69
5856,Alex Geijo,36,Spain,Right,187.96,81.19313078897952,ST,69
5857,Iván Sánchez,25,Spain,Left,175.26,63.9566002304252,RM,69
5858,J. Carranza,37,Argentina,Right,187.96,87.99702443051412,GK,69
5859,E. Ocansey,20,Ghana,Left,172.72,71.21408678139544,RM,69
5860,B. Uphoff,24,Germany,Right,193.04,83.91468824559335,GK,69
5861,Wu Xi,29,China PR,Right,180.34,74.84283005688056,LCM,69
5862,C. Skuse,32,England,Right,185.42000000000002,72.12127260026672,RDM,69
5863,E. Rexhbeçaj,20,Kosovo,Left,182.88,73.028458419138,CM,69
5864,G. Åsen,27,Norway,Left,182.88,71.21408678139544,LCM,69
5865,M. Laba,26,Argentina,Right,175.26,69.85330805308853,CDM,69
5866,G. Carabajal,26,Argentina,Right,177.8,74.84283005688056,RDM,69
5867,T. Fontaine,27,Madagascar,Left,182.88,83.00750242672207,CB,69
5868,J. Villafaña,28,United States,Left,175.26,68.03893641534596,LB,69
5869,B. Tashchy,24,Ukraine,Right,193.04,89.81139606825667,LS,69
5870,J. Vaughan,29,England,Right,182.88,83.00750242672207,ST,69
5871,J. Moya,25,Colombia,Right,185.42000000000002,77.11079460405875,CB,69
5872,N. Sangaré,24,Turkey,Right,185.42000000000002,72.12127260026672,RB,69
5873,Kim Kwang Suk,35,Korea Republic,Right,182.88,73.028458419138,LCB,69
5874,M. Rojas,26,New Zealand,Right,167.64000000000001,63.9566002304252,LW,69
5875,E. Taşkıran,28,Turkey,Right,190.5,83.00750242672207,GK,69
5876,M. Gersbeck,23,Germany,Left,187.96,79.83235206067259,GK,69
5877,U. Çiftçi,26,Turkey,Left,180.34,73.028458419138,LB,69
5878,Lucas Galvão,27,Brazil,Left,182.88,77.11079460405875,CB,69
5879,B. Riascos,23,Colombia,Right,182.88,78.01798042293004,ST,69
5880,E. Saveljich,27,Montenegro,Right,185.42000000000002,79.83235206067259,LCB,69
5881,Tang Miao,27,China PR,Right,177.8,73.93564423800927,RB,69
5882,J. Mees,22,Germany,Right,180.34,73.028458419138,LW,69
5883,C. Cáceda,26,Peru,Right,182.88,74.84283005688056,GK,69
5884,O. Fernández,25,Colombia,Right,165.1,59.87426404550445,RCM,69
5885,Jeffrén,30,Venezuela,Left,172.72,72.12127260026672,RM,69
5886,K. Manneh,23,United States,Right,175.26,68.03893641534596,LM,69
5887,G. Larsonneur,21,France,Right,180.34,68.94612223421724,GK,69
5888,O. Kúdela,31,Czech Republic,Right,182.88,78.01798042293004,RCB,69
5889,E. Bourgaud,30,France,Left,177.8,77.11079460405875,RM,69
5890,P. Huspek,27,Austria,Right,172.72,68.94612223421724,RM,69
5891,G. Maluleka,29,South Africa,Right,170.18,76.20360878518747,CM,69
5892,T. Jurić,26,Australia,Right,190.5,84.82187406446464,ST,69
5893,F. Scaglia,26,Italy,Right,190.5,87.99702443051412,CB,69
5894,David Rodríguez,32,Spain,Right,177.8,74.84283005688056,ST,69
5895,H. Kekana,33,South Africa,Right,175.26,73.028458419138,CDM,69
5896,C. Dibon,27,Austria,Right,182.88,78.92516624180132,CB,69
5897,R. Petretta,21,Italy,Left,175.26,69.85330805308853,LB,69
5898,M. Scozzarella,30,Italy,Right,175.26,64.86378604929648,CM,69
5899,M. Kaye,23,Canada,Left,185.42000000000002,77.11079460405875,CM,69
5900,Y. Toyokawa,23,Japan,Right,170.18,63.9566002304252,CF,69
5901,L. Bittante,24,Italy,Right,182.88,74.84283005688056,RB,69
5902,E. Velarde,32,Mexico,Left,175.26,69.85330805308853,LB,69
5903,D. Jones,33,England,Left,182.88,79.83235206067259,CM,69
5904,M. Cahais,30,Argentina,Left,185.42000000000002,79.83235206067259,CB,69
5905,M. Olivera,20,Uruguay,Left,182.88,78.01798042293004,LB,69
5906,M. Sax,25,Austria,Right,177.8,69.85330805308853,RM,69
5907,A. Mühling,25,Germany,Right,185.42000000000002,83.91468824559335,RCM,69
5908,P. Bråtveit,22,Norway,Right,182.88,72.12127260026672,GK,69
5909,F. Píriz,28,Uruguay,Right,187.96,81.19313078897952,CDM,69
5910,Ricardo Lopes,27,Brazil,Left,182.88,78.01798042293004,LM,69
5911,P. Hamel,24,France,Right,185.42000000000002,67.13175059647469,ST,69
5912,K. Mączyński,31,Poland,Right,175.26,66.2245647776034,CDM,69
5913,M. Hamdy,23,Egypt,Right,172.72,72.12127260026672,CB,69
5914,R. Pröpper,24,Netherlands,Right,193.04,83.91468824559335,CB,69
5915,C. N'Doye,32,Senegal,Right,193.04,89.81139606825667,RCM,69
5916,Fernando Karanga,27,Brazil,Right,182.88,73.028458419138,LS,69
5917,C. Carter-Vickers,20,United States,Right,182.88,92.07936061543487,CB,69
5918,E. Cobbaut,20,Belgium,Left,187.96,83.00750242672207,LB,69
5919,M. Dąbrowski,31,Poland,Right,193.04,87.99702443051412,RCB,69
5920,F. Picault,27,United States,Right,172.72,63.9566002304252,LM,69
5921,R. Romo,28,Venezuela,Right,198.12,84.82187406446464,GK,69
5922,A. Corzo,29,Peru,Right,172.72,74.84283005688056,LB,69
5923,L. Dickmann,21,Italy,Right,177.8,69.85330805308853,RB,69
5924,Luis Pérez,23,Spain,Right,172.72,68.03893641534596,RB,69
5925,A. Barkok,20,Germany,Right,187.96,74.84283005688056,RM,69
5926,M. Watkins,27,Wales,Right,177.8,64.86378604929648,RM,69
5927,H. Arslan,29,Turkey,Right,185.42000000000002,76.20360878518747,CAM,69
5928,A. Camargo,29,Argentina,Right,175.26,68.03893641534596,RCM,69
5929,F. Müller,20,Germany,Left,193.04,84.82187406446464,GK,69
5930,B. Behrendt,26,Germany,Right,187.96,84.82187406446464,CB,69
5931,L. Zingerle,24,Germany,Right,185.42000000000002,78.01798042293004,GK,69
5932,Mei Fang,28,China PR,Right,182.88,73.93564423800927,CB,69
5933,M. Svanberg,19,Sweden,Right,185.42000000000002,77.11079460405875,LM,69
5934,D. Bernhardt,32,Germany,Right,187.96,84.82187406446464,GK,69
5935,K. D'Haene,28,Belgium,Left,167.64000000000001,63.049414411553926,LM,69
5936,J. Malagón,25,Colombia,Right,187.96,77.11079460405875,RCB,69
5937,Paulo Fajarda,26,Brazil,Right,180.34,78.01798042293004,CB,69
5938,Germán,31,Spain,Right,187.96,82.1003166078508,RCB,69
5939,B. Idowu,26,Nigeria,Right,177.8,76.20360878518747,LWB,69
5940,B. Mkhwanazi,28,South Africa,Right,182.88,74.84283005688056,RCB,69
5941,Toché,35,Spain,Right,185.42000000000002,78.01798042293004,ST,69
5942,Hélder Ferreira,21,Portugal,Right,180.34,69.85330805308853,RM,69
5943,G. Mandjeck,29,Cameroon,Right,185.42000000000002,77.11079460405875,LCM,69
5944,S. Morsy,26,Egypt,Right,172.72,74.84283005688056,CDM,69
5945,T. Antonis,24,Australia,Right,180.34,73.93564423800927,LM,69
5946,M. Duffy,23,Northern Ireland,Right,177.8,74.84283005688056,LM,69
5947,A. Ndour,24,Senegal,Left,185.42000000000002,69.85330805308853,LB,69
5948,Rafael Costa,27,Brazil,Left,182.88,78.92516624180132,CM,69
5949,K. Walker-Peters,21,England,Right,175.26,63.9566002304252,RB,69
5950,C. Luna,36,Argentina,Right,177.8,82.1003166078508,ST,69
5951,J. Bidwell,25,England,Left,182.88,69.85330805308853,LB,69
5952,F. Noguera,25,Argentina,Right,193.04,97.06888261922691,LCB,69
5953,T. Weah,18,United States,Right,185.42000000000002,66.2245647776034,LM,69
5954,J. Paganoni,29,Mexico,Right,170.18,64.86378604929648,RB,69
5955,A. Collin,32,France,Right,187.96,86.18265279277155,CB,69
5956,Ripa,32,Spain,Left,177.8,73.028458419138,LB,69
5957,Galán,32,Spain,Right,180.34,78.92516624180132,RB,69
5958,M. Bolados,22,Chile,Right,167.64000000000001,72.12127260026672,RW,69
5959,Sandro Maceira,26,Brazil,Right,177.8,73.93564423800927,CAM,69
5960,R. Ibarra,23,Ecuador,Right,175.26,76.20360878518747,LM,69
5961,N. Al Shamrani,34,Saudi Arabia,Right,175.26,69.85330805308853,RS,69
5962,R. Holmes,31,England,Right,172.72,74.84283005688056,LM,69
5963,J. Cordoval,28,France,Right,167.64000000000001,67.13175059647469,RB,69
5964,M. Radović,34,Serbia,Right,182.88,78.01798042293004,CAM,69
5965,G. Zigoni,27,Italy,Right,187.96,79.83235206067259,LS,69
5966,J. Corona,27,United States,Right,177.8,72.12127260026672,CM,69
5967,W. Bruin,28,United States,Right,187.96,87.99702443051412,ST,69
5968,J. Glad,21,United States,Right,185.42000000000002,72.12127260026672,LCB,69
5969,D. Gordon,33,Jamaica,Right,193.04,84.82187406446464,RCB,69
5970,P. Rodríguez,28,Argentina,Right,170.18,59.87426404550445,LW,69
5971,E. Konsa,20,England,Right,182.88,77.11079460405875,RCB,69
5972,O. Darfalou,24,Algeria,Right,187.96,82.1003166078508,ST,69
5973,L. Murphy,28,England,Right,185.42000000000002,73.93564423800927,CM,69
5974,Chuli,27,Spain,Left,170.18,58.96707822663317,LS,69
5975,D. Suzuki,28,Japan,Right,182.88,73.93564423800927,RCB,69
5976,A. Gholizadeh,22,Iran,Left,175.26,68.94612223421724,RM,69
5977,I. Ouali,30,Algeria,Left,175.26,69.85330805308853,LW,69
5978,B. Holman,34,Australia,Right,177.8,74.84283005688056,CAM,69
5979,J. Gyamerah,23,Germany,Right,182.88,77.11079460405875,RCB,69
5980,Cai Huikang,28,China PR,Right,182.88,82.1003166078508,CM,69
5981,M. Pittón,23,Argentina,Right,175.26,69.85330805308853,LCM,69
5982,T. Kuszczak,36,Poland,Right,190.5,83.91468824559335,GK,69
5983,L. Blessing,21,Ghana,Right,165.1,63.9566002304252,RW,69
5984,D. Meyler,29,Republic of Ireland,Right,190.5,81.19313078897952,CDM,69
5985,J. Czerwiński,26,Poland,Right,182.88,74.84283005688056,RCB,69
5986,R. Vilchis,28,Mexico,Right,165.1,66.2245647776034,LM,69
5987,G. Valsvik,25,Norway,Left,195.58,91.17217479656358,LCB,69
5988,A. Giannou,28,Australia,Right,185.42000000000002,78.92516624180132,ST,69
5989,J. Hobbs,29,England,Right,190.5,84.82187406446464,RCB,69
5990,R. Gíslason,30,Iceland,Right,182.88,78.01798042293004,ST,69
5991,C. M'Bengue,29,Senegal,Left,182.88,78.92516624180132,LB,69
5992,I. Jiménez,28,Mexico,Right,175.26,71.21408678139544,RB,69
5993,A. Al Khaibari,32,Saudi Arabia,Right,177.8,73.028458419138,CDM,69
5994,S. Yatabaré,29,Mali,Right,190.5,83.00750242672207,CM,69
5995,J. Lowe,26,England,Right,175.26,79.83235206067259,LDM,69
5996,E. Jelenič,25,Slovenia,Right,180.34,73.93564423800927,RM,69
5997,M. Abero,28,Uruguay,Left,182.88,81.19313078897952,LB,69
5998,A. Teikeu,28,Cameroon,Left,187.96,88.90421024938539,LCB,69
5999,E. Castillo,31,United States,Left,170.18,77.11079460405875,LB,69
6000,M. Wagué,19,Senegal,Right,177.8,69.85330805308853,RB,69
6001,P. Klandt,34,Germany,Right,182.88,81.19313078897952,GK,69
6002,Farley,24,Brazil,Right,177.8,64.86378604929648,LM,69
6003,Luís Martins,26,Portugal,Left,177.8,67.13175059647469,LB,69
6004,S. Riether,35,Germany,Right,175.26,72.12127260026672,RB,69
6005,L. Diarte,25,Argentina,Left,175.26,73.028458419138,LB,69
6006,G. Bojanich,33,Argentina,Right,190.5,84.82187406446464,LCB,69
6007,B. Mansilla,21,Argentina,Left,180.34,78.92516624180132,LM,69
6008,Fran Villalba,20,Spain,Right,167.64000000000001,64.86378604929648,LCM,69
6009,L. Peltier,31,England,Right,177.8,73.028458419138,RB,69
6010,M. Knaller,31,Austria,Right,193.04,86.18265279277155,GK,69
6011,Baena,29,Spain,Right,180.34,72.12127260026672,CDM,69
6012,P. Ziegler,28,Germany,Right,187.96,78.92516624180132,CB,69
6013,S. Wangberg,27,Norway,Right,187.96,84.82187406446464,CB,69
6014,N. Thomsen,25,Denmark,Right,180.34,74.84283005688056,LM,69
6015,D. Boer,37,Netherlands,Right,193.04,88.90421024938539,GK,69
6016,D. Hernández,25,Colombia,Left,175.26,64.86378604929648,RM,69
6017,A. Šporar,24,Slovenia,Right,185.42000000000002,82.1003166078508,ST,69
6018,J. Jantscher,29,Austria,Right,180.34,71.21408678139544,LM,69
6019,E. Huws,24,Wales,Left,177.8,73.028458419138,CM,69
6020,U. Matić,28,Serbia,Left,182.88,78.01798042293004,LCM,69
6021,A. Ashraf,27,Egypt,Left,175.26,73.028458419138,LM,69
6022,W. Bakhashwain,28,Saudi Arabia,Right,175.26,66.2245647776034,LDM,69
6023,H. Aiesh,23,Sweden,Right,180.34,72.12127260026672,LW,69
6024,S. Prevljak,23,Bosnia Herzegovina,Right,187.96,74.84283005688056,LS,69
6025,A. Aldrete,30,Mexico,Left,177.8,74.84283005688056,LB,69
6026,L. De Bock,25,Belgium,Left,177.8,74.84283005688056,LB,69
6027,J. Hunt,27,England,Right,175.26,71.21408678139544,RB,69
6028,L. Ceballos,31,Argentina,Right,165.1,67.13175059647469,RB,69
6029,Javi Muñoz,23,Spain,Right,175.26,74.84283005688056,CM,69
6030,Alson Botelho,30,Brazil,Right,180.34,73.028458419138,CDM,69
6031,O. De Wolf,21,Belgium,Left,190.5,83.00750242672207,GK,69
6032,J. Arp,18,Germany,Right,182.88,78.01798042293004,ST,69
6033,J. Ardaiz,19,Uruguay,Left,182.88,81.19313078897952,ST,69
6034,L. Moult,26,England,Right,182.88,84.82187406446464,ST,69
6035,Arthur Caike,26,Brazil,Right,175.26,74.84283005688056,LM,69
6036,I. Rivas,30,Colombia,Right,177.8,79.83235206067259,CM,69
6037,N. Onuoha,31,England,Right,187.96,78.01798042293004,CB,69
6038,Mika,27,Portugal,Left,195.58,89.81139606825667,GK,69
6039,V. Klonaridis,25,Belgium,Right,180.34,76.20360878518747,RM,69
6040,C. Stanković,25,Austria,Right,185.42000000000002,79.83235206067259,GK,69
6041,M. Gómez,24,Colombia,Left,185.42000000000002,72.12127260026672,LM,69
6042,L. Klünter,22,Germany,Right,182.88,73.028458419138,RB,69
6043,A. Farrell,26,United States,Right,180.34,74.84283005688056,RB,69
6044,G. Tutino,21,Italy,Right,177.8,76.20360878518747,LS,69
6045,E. Kouassi,20,Ivory Coast,Right,185.42000000000002,83.00750242672207,CDM,69
6046,I. Cardona,20,France,Right,185.42000000000002,77.11079460405875,ST,69
6047,G. Bruno,26,Belgium,Right,180.34,73.028458419138,LM,69
6048,D. Accam,27,Ghana,Right,175.26,78.92516624180132,LW,69
6049,Pablo Valcarce,25,Spain,Left,175.26,69.85330805308853,RM,69
6050,Filipe Ferreira,27,Portugal,Left,177.8,72.12127260026672,LB,69
6051,E. Triverio,29,Argentina,Right,182.88,78.01798042293004,ST,69
6052,Wellington,25,Brazil,Right,182.88,67.13175059647469,RW,69
6053,B. Nehrig,31,Germany,Right,180.34,78.92516624180132,CDM,69
6054,F. Campbell,30,England,Right,172.72,82.1003166078508,ST,69
6055,M. Yatabaré,32,Mali,Right,185.42000000000002,69.85330805308853,ST,69
6056,E. Lenjani,28,Albania,Left,175.26,64.86378604929648,LB,69
6057,F. Bredlow,23,Germany,Left,190.5,89.81139606825667,GK,69
6058,Y. Takahagi,31,Japan,Right,182.88,68.94612223421724,CAM,69
6059,D. Arzani,19,Australia,Right,170.18,73.028458419138,RM,69
6060,A. Bencharki,23,Morocco,Right,177.8,69.85330805308853,LM,69
6061,B. Ampuero,24,Chile,Right,182.88,82.1003166078508,CB,69
6062,G. Puşcaş,22,Romania,Right,187.96,78.01798042293004,ST,69
6063,C. Chávez,31,Argentina,Right,170.18,66.2245647776034,LW,69
6064,V. Marcel,21,France,Left,180.34,64.86378604929648,RW,69
6065,I. Pillud,32,Argentina,Right,177.8,81.19313078897952,RB,69
6066,B. Dja Djédjé,27,Ivory Coast,Right,170.18,71.21408678139544,LDM,69
6067,M. Bakić,24,Montenegro,Right,185.42000000000002,78.01798042293004,CM,69
6068,P. Sané,26,Senegal,Left,187.96,83.91468824559335,ST,69
6069,J. Clarke-Salter,20,England,Left,187.96,69.85330805308853,LCB,69
6070,I. Radu,21,Romania,Right,187.96,78.01798042293004,GK,69
6071,D. Gibson,30,Republic of Ireland,Right,180.34,79.83235206067259,CM,69
6072,H. Özmert,33,Turkey,Right,182.88,79.83235206067259,LCM,69
6073,L. Spendlhofer,25,Austria,Right,187.96,82.1003166078508,RCB,69
6074,Pomares,25,Spain,Left,182.88,73.93564423800927,LB,69
6075,A. Costa,33,Argentina,Left,175.26,74.84283005688056,LCM,69
6076,Pedro Porro,18,Spain,Right,175.26,69.85330805308853,RWB,69
6077,Y. Stark,27,Germany,Right,185.42000000000002,81.19313078897952,CDM,69
6078,M. Tanković,23,Sweden,Right,177.8,73.93564423800927,CAM,69
6079,R. Lindgren,33,Sweden,Right,180.34,73.028458419138,RCB,69
6080,Raúl Llorente,32,Spain,Left,170.18,68.94612223421724,LB,69
6081,M. García,26,Argentina,Left,175.26,71.21408678139544,LM,69
6082,M. Kucharczyk,27,Poland,Right,177.8,78.01798042293004,RM,69
6083,M. Havenaar,31,Japan,Left,195.58,92.07936061543487,ST,69
6084,F. Bahlouli,23,France,Right,182.88,82.1003166078508,CAM,69
6085,C. Roberts,22,Wales,Right,175.26,71.21408678139544,RB,69
6086,Servando,34,Spain,Right,180.34,74.84283005688056,CB,69
6087,Lucas João,24,Portugal,Right,193.04,79.83235206067259,LM,69
6088,K. Kodro,24,Bosnia Herzegovina,Right,187.96,78.92516624180132,ST,69
6089,Lucas Tagliapietra,27,Brazil,Left,193.04,93.89373225317743,LCB,69
6090,G. Maroni,19,Argentina,Right,170.18,67.13175059647469,CAM,69
6091,O. Altman,24,Israel,Right,180.34,76.20360878518747,CAM,69
6092,J. Legear,31,Belgium,Right,180.34,77.11079460405875,LM,69
6093,Crislan,26,Brazil,Left,187.96,84.82187406446464,ST,69
6094,S. Hakšabanovič,19,Montenegro,Right,172.72,73.93564423800927,LM,69
6095,M. Christiansen,21,Germany,Right,185.42000000000002,82.1003166078508,CDM,69
6096,D. Sundgren,27,Sweden,Right,177.8,68.94612223421724,RWB,69
6097,A. Parot,28,Chile,Left,180.34,81.19313078897952,LB,69
6098,M. Petković,25,Serbia,Right,185.42000000000002,79.83235206067259,RB,69
6099,C. Charisis,23,Greece,Right,177.8,68.03893641534596,CM,69
6100,Diogo Coelho,24,Portugal,Right,182.88,83.00750242672207,CB,69
6101,M. Ibarra,28,United States,Right,165.1,64.86378604929648,RM,69
6102,Riqui Puig,18,Spain,Right,170.18,55.79192786058369,CM,69
6103,M. Pereira,30,France,Right,180.34,73.028458419138,RM,69
6104,Ilori,25,Portugal,Right,190.5,79.83235206067259,RCB,69
6105,M. Zeffane,26,Algeria,Right,175.26,71.21408678139544,LB,69
6106,Tomás Podstawski,23,Portugal,Right,180.34,72.12127260026672,CDM,69
6107,Jo Sung Jin,27,Korea Republic,Right,187.96,78.01798042293004,LCB,69
6108,H. Yamada,29,Japan,Right,172.72,66.2245647776034,RF,69
6109,Antonaldo Laforte,26,Brazil,Right,177.8,82.1003166078508,CAM,69
6110,C. Beck,30,Germany,Left,195.58,87.99702443051412,RS,69
6111,E. Rivière,28,France,Right,182.88,76.20360878518747,ST,69
6112,I. Parlak,31,Turkey,Right,180.34,73.93564423800927,CAM,69
6113,B. Montenegro,25,Paraguay,Left,177.8,78.92516624180132,ST,69
6114,V. Demarconnay,35,France,Right,180.34,73.028458419138,GK,69
6115,A. Ajagun,25,Nigeria,Right,167.64000000000001,64.86378604929648,CAM,69
6116,G. Madine,27,England,Right,190.5,74.84283005688056,ST,69
6117,F. Cordero,30,Chile,Left,172.72,71.21408678139544,LB,69
6118,R. Stearman,30,England,Right,190.5,76.20360878518747,CB,69
6119,H. ter Avest,21,Netherlands,Right,182.88,78.01798042293004,RB,69
6120,J. Medina,21,Paraguay,Left,177.8,69.85330805308853,RW,69
6121,V. Anita,29,Netherlands,Right,167.64000000000001,66.2245647776034,RCM,69
6122,C. McManaman,27,England,Right,175.26,71.21408678139544,RM,69
6123,Oriol Rosell,25,Spain,Right,182.88,76.20360878518747,RDM,69
6124,Paulo Daineiro,34,Brazil,Right,167.64000000000001,62.14222859268264,LAM,69
6125,R. Vincelot,32,France,Right,177.8,71.21408678139544,CB,69
6126,R. Lenis,25,Colombia,Right,180.34,69.85330805308853,RW,69
6127,M. Mier,27,Uruguay,Left,180.34,76.20360878518747,LM,69
6128,Y. de Lanlay,26,Norway,Right,180.34,72.12127260026672,LW,69
6129,J. Gómez,24,Mexico,Right,175.26,64.86378604929648,RCM,69
6130,I. Lichnovsky,24,Chile,Right,187.96,78.92516624180132,CB,69
6131,C. Muñoz,29,Chile,Right,172.72,67.13175059647469,ST,69
6132,J. MacDonald,32,Scotland,Right,185.42000000000002,78.92516624180132,GK,69
6133,G. Boyd,32,Scotland,Left,185.42000000000002,78.92516624180132,RM,69
6134,E. Lichaj,29,United States,Right,177.8,79.83235206067259,RB,69
6135,M. Wittek,29,Germany,Right,193.04,87.99702443051412,CB,69
6136,C. Jenkinson,26,England,Right,185.42000000000002,77.11079460405875,RB,69
6137,A. Öztürk,24,Belgium,Right,185.42000000000002,89.81139606825667,CDM,69
6138,J. Pérez,27,Colombia,Right,177.8,72.12127260026672,ST,69
6139,Zhang Chengdong,29,China PR,Right,187.96,86.18265279277155,RM,69
6140,F. Renzetti,30,Italy,Left,172.72,71.21408678139544,LB,69
6141,B. Paulsen,26,Denmark,Right,190.5,77.11079460405875,RCB,69
6142,F. Aristeguieta,26,Venezuela,Right,187.96,83.91468824559335,RS,69
6143,A. Ramos,26,Chile,Right,167.64000000000001,69.85330805308853,ST,69
6144,V. Nelsson,19,Denmark,Right,185.42000000000002,74.84283005688056,CB,69
6145,Ever Sineiro,30,Brazil,Right,167.64000000000001,59.87426404550445,CAM,69
6146,M. Costanzo,30,Switzerland,Right,177.8,73.93564423800927,CAM,69
6147,Yohan Tavares,30,Portugal,Right,187.96,82.1003166078508,RCB,69
6148,D. Texeira,27,Uruguay,Right,182.88,68.94612223421724,ST,69
6149,D. Toth,31,Austria,Left,172.72,68.03893641534596,CDM,69
6150,L. Barrera,27,Argentina,Left,177.8,78.01798042293004,LM,69
6151,K. Bua,24,Switzerland,Right,180.34,76.20360878518747,LM,69
6152,I. Anya,30,Scotland,Right,167.64000000000001,72.12127260026672,RW,69
6153,P. Hoban,26,Republic of Ireland,Right,180.34,83.91468824559335,ST,69
6154,Hugo Basto,25,Portugal,Right,187.96,79.83235206067259,CB,69
6155,Kanu,30,Brazil,Left,182.88,83.91468824559335,CAM,69
6156,C. Arango,23,Colombia,Right,180.34,78.01798042293004,ST,69
6157,M. Karl,32,Germany,Right,193.04,87.99702443051412,RCB,69
6158,Y. Movsisyan,30,Armenia,Right,180.34,81.19313078897952,ST,69
6159,Puado,20,Spain,Right,177.8,68.94612223421724,ST,69
6160,M. Abu,26,Ghana,Left,170.18,68.03893641534596,LDM,69
6161,D. Moberg Karlsson,24,Sweden,Left,177.8,76.20360878518747,RF,69
6162,E. Rescaldani,26,Argentina,Left,190.5,83.00750242672207,ST,69
6163,J. Narváez,23,Colombia,Right,180.34,76.20360878518747,CM,69
6164,J. Hoogma,20,Netherlands,Left,190.5,81.19313078897952,CB,69
6165,S. Beitashour,31,Iran,Right,177.8,71.21408678139544,RB,69
6166,M. Janko,35,Austria,Left,195.58,92.07936061543487,ST,69
6167,S. Willems,27,France,Left,182.88,76.20360878518747,LB,69
